Time,Channel A,Channel B
(us),(V),(V)

-480.18680536,-1.32801300,-0.22193060
-480.08680537,-1.32145100,-0.22296820
-479.98680537,-1.31672100,-0.22260200
-479.88680538,-1.31122800,-0.22272410
-479.78680539,-1.30573400,-0.22254100
-479.68680539,-1.29978300,-0.22302930
-479.58680540,-1.29444300,-0.22315130
-479.48680540,-1.28894900,-0.22418900
-479.38680541,-1.28315100,-0.22412790
-479.28680542,-1.27765700,-0.22437210
-479.18680542,-1.27170600,-0.22455520
-479.08680543,-1.26560300,-0.22528760
-478.98680543,-1.26026200,-0.22486040
-478.88680544,-1.25522600,-0.22522660
-478.78680544,-1.24866500,-0.22504350
-478.68680545,-1.24393400,-0.22608110
-478.58680546,-1.23676300,-0.22614220
-478.48680546,-1.23126900,-0.22644730
-478.38680547,-1.22653900,-0.22656940
-478.28680547,-1.21982500,-0.22675250
-478.18680548,-1.21478900,-0.22760700
-478.08680549,-1.20944900,-0.22717980
-477.98680549,-1.20395500,-0.22730190
-477.88680550,-1.19785200,-0.22711870
-477.78680550,-1.19113700,-0.22772910
-477.68680551,-1.18686500,-0.22791220
-477.58680552,-1.17999800,-0.22779010
-477.48680552,-1.17328400,-0.22840050
-477.38680553,-1.16794300,-0.22870570
-477.28680553,-1.16351800,-0.23041470
-477.18680554,-1.15619400,-0.22888880
-477.08680555,-1.15161600,-0.22919400
-476.98680555,-1.14459700,-0.22931610
-476.88680556,-1.14032400,-0.22992650
-476.78680556,-1.13345700,-0.22962130
-476.68680557,-1.12704900,-0.23041470
-476.58680558,-1.12277600,-0.23078100
-476.48680558,-1.11575700,-0.23120820
-476.38680559,-1.10980600,-0.23065890
-476.28680559,-1.10354900,-0.23078100
-476.18680560,-1.09759800,-0.23108610
-476.08680561,-1.09210500,-0.23151340
-475.98680561,-1.08661200,-0.23151340
-475.88680562,-1.07944000,-0.23175760
-475.78680562,-1.07379400,-0.23169650
-475.68680563,-1.06891100,-0.23236790
-475.58680563,-1.06143400,-0.23255100
-475.48680564,-1.05548300,-0.23230690
-475.38680565,-1.05014200,-0.23236790
-475.28680565,-1.04434300,-0.23206270
-475.18680566,-1.03793500,-0.23297830
-475.08680566,-1.03228900,-0.23267310
-474.98680567,-1.02618500,-0.23310040
-474.88680568,-1.01977600,-0.23364970
-474.78680568,-1.01352000,-0.23346660
-474.68680569,-1.00802600,-0.23346660
-474.58680569,-1.00161700,-0.23438220
-474.48680570,-0.99566640,-0.23389390
-474.38680571,-0.99017300,-0.23438220
-474.28680571,-0.98330630,-0.23444320
-474.18680572,-0.97689750,-0.23529770
-474.08680572,-0.97201450,-0.23511460
-473.98680573,-0.96530040,-0.23480940
-473.88680574,-0.95950190,-0.23529770
-473.78680574,-0.95248270,-0.23578600
-473.68680575,-0.94637900,-0.23511460
-473.58680575,-0.94088570,-0.23578600
-473.48680576,-0.93508710,-0.23572500
-473.38680577,-0.92822050,-0.23590810
-473.28680577,-0.92242190,-0.23627430
-473.18680578,-0.91708120,-0.23590810
-473.08680578,-0.91082490,-0.23609120
-472.98680579,-0.90456860,-0.23633530
-472.88680580,-0.89815970,-0.23633530
-472.78680580,-0.89190350,-0.23694570
-472.68680581,-0.88564710,-0.23706780
-472.58680581,-0.88000120,-0.23749500
-472.48680582,-0.87359230,-0.23731190
-472.38680582,-0.86672570,-0.23780020
-472.28680583,-0.86031680,-0.23755610
-472.18680584,-0.85436560,-0.23780020
-472.08680584,-0.84887240,-0.23767820
-471.98680585,-0.84276860,-0.23761710
-471.88680585,-0.83590200,-0.23743400
-471.78680586,-0.83010350,-0.23841060
-471.68680587,-0.82354200,-0.23841060
-471.58680587,-0.81713310,-0.23853270
-471.48680588,-0.81133460,-0.23865470
-471.38680588,-0.80477310,-0.23834960
-471.28680589,-0.79821160,-0.23895990
-471.18680590,-0.79134490,-0.23859370
-471.08680590,-0.78539380,-0.23883790
-470.98680591,-0.77883240,-0.23908200
-470.88680591,-0.77227090,-0.23957030
-470.78680592,-0.76647230,-0.23950930
-470.68680593,-0.75960570,-0.23944820
-470.58680593,-0.75395980,-0.23957030
-470.48680594,-0.74800870,-0.23950930
-470.38680594,-0.74083680,-0.23944820
-470.28680595,-0.73412280,-0.24030270
-470.18680596,-0.72786650,-0.24024170
-470.08680596,-0.72252570,-0.24024170
-469.98680597,-0.71581160,-0.24005860
-469.88680597,-0.70925020,-0.24030270
-469.78680598,-0.70360420,-0.24018070
-469.68680599,-0.69719540,-0.24036380
-469.58680599,-0.69063390,-0.24048580
-469.48680600,-0.68453010,-0.24066900
-469.38680600,-0.67751090,-0.24054690
-469.28680601,-0.67094950,-0.24097420
-469.18680601,-0.66637160,-0.24036380
-469.08680602,-0.65858940,-0.24103520
-468.98680603,-0.65263830,-0.24097420
-468.88680603,-0.64531390,-0.24018070
-468.78680604,-0.64058350,-0.24097420
-468.68680604,-0.63325910,-0.24018070
-468.58680605,-0.62746050,-0.24060790
-468.48680606,-0.62028870,-0.24030270
-468.38680606,-0.61403240,-0.24140140
-468.28680607,-0.60655540,-0.24097420
-468.18680607,-0.60045160,-0.24109620
-468.08680608,-0.59450050,-0.24073000
-467.98680609,-0.58839680,-0.24140140
-467.88680609,-0.58229320,-0.24127930
-467.78680610,-0.57481610,-0.24054690
-467.68680610,-0.56886500,-0.24182870
-467.58680611,-0.56169320,-0.24134040
-467.48680612,-0.55619980,-0.24109620
-467.38680612,-0.54933320,-0.24158450
-467.28680613,-0.54200880,-0.24127930
-467.18680613,-0.53605760,-0.24097420
-467.08680614,-0.52919100,-0.24066900
-466.98680615,-0.52247690,-0.24127930
-466.88680615,-0.51698360,-0.24085210
-466.78680616,-0.50920130,-0.24182870
-466.68680616,-0.50263980,-0.24097420
-466.58680617,-0.49699390,-0.24146240
-466.48680618,-0.48982210,-0.24109620
-466.38680618,-0.48448130,-0.24134040
-466.28680619,-0.47685170,-0.24121830
-466.18680619,-0.47105320,-0.24182870
-466.08680620,-0.46464430,-0.24140140
-465.98680620,-0.45869320,-0.24188970
-465.88680621,-0.45197910,-0.24170660
-465.78680622,-0.44419690,-0.24164560
-465.68680622,-0.43855100,-0.24176760
-465.58680623,-0.43122660,-0.24250010
-465.48680623,-0.42466510,-0.24188970
-465.38680624,-0.41840880,-0.24176760
-465.28680625,-0.41138950,-0.24201180
-465.18680625,-0.40406510,-0.24201180
-465.08680626,-0.39811400,-0.24182870
-464.98680626,-0.39109470,-0.24182870
-464.88680627,-0.38499100,-0.24182870
-464.78680628,-0.37842950,-0.24176760
-464.68680628,-0.37263100,-0.24182870
-464.58680629,-0.36606950,-0.24164560
-464.48680629,-0.35935540,-0.24127930
-464.38680630,-0.35187840,-0.24170660
-464.28680631,-0.34623250,-0.24207280
-464.18680631,-0.33921320,-0.24140140
-464.08680632,-0.33280440,-0.24170660
-463.98680632,-0.32624290,-0.24188970
-463.88680633,-0.31937620,-0.24121830
-463.78680634,-0.31296730,-0.24140140
-463.68680634,-0.30640580,-0.24146240
-463.58680635,-0.30045470,-0.24140140
-463.48680635,-0.29343550,-0.24121830
-463.38680636,-0.28748430,-0.24140140
-463.28680637,-0.27985470,-0.24140140
-463.18680637,-0.27359840,-0.24140140
-463.08680638,-0.26627400,-0.24170660
-462.98680638,-0.26093330,-0.24127930
-462.88680639,-0.25437180,-0.24127930
-462.78680639,-0.24689470,-0.24054690
-462.68680640,-0.24033330,-0.24066900
-462.58680641,-0.23438220,-0.24060790
-462.48680641,-0.22690510,-0.24085210
-462.38680642,-0.22125920,-0.24103520
-462.28680642,-0.21408730,-0.24091310
-462.18680643,-0.20752590,-0.24005860
-462.08680644,-0.20065920,-0.24103520
-461.98680644,-0.19394510,-0.24060790
-461.88680645,-0.18738370,-0.24073000
-461.78680645,-0.18097480,-0.24103520
-461.68680646,-0.17426070,-0.24054690
-461.58680647,-0.16769920,-0.24085210
-461.48680647,-0.16052740,-0.24091310
-461.38680648,-0.15472880,-0.24011960
-461.28680648,-0.14709920,-0.23981440
-461.18680649,-0.14023250,-0.24005860
-461.08680650,-0.13443400,-0.23944820
-460.98680650,-0.12619400,-0.23969240
-460.88680651,-0.12115850,-0.24018070
-460.78680651,-0.11368150,-0.23969240
-460.68680652,-0.10773030,-0.24005860
-460.58680653,-0.10132150,-0.23993650
-460.48680653,-0.09460738,-0.23975340
-460.38680654,-0.08804590,-0.23969240
-460.28680654,-0.08133183,-0.23957030
-460.18680655,-0.07370220,-0.23950930
-460.08680656,-0.06836146,-0.23938720
-459.98680656,-0.06164739,-0.23895990
-459.88680657,-0.05447554,-0.23908200
-459.78680657,-0.04791406,-0.23914300
-459.68680658,-0.03982665,-0.23914300
-459.58680658,-0.03418073,-0.23865470
-459.48680659,-0.02807703,-0.23877680
-459.38680660,-0.02121036,-0.23908200
-459.28680660,-0.01342814,-0.23798330
-459.18680661,-0.00778222,-0.23792230
-459.08680661,-0.00061037,-0.23822750
-458.98680662,0.00579852,-0.23792230
-458.88680663,0.01205481,-0.23761710
-458.78680663,0.01983703,-0.23767820
-458.68680664,0.02624592,-0.23694570
-458.58680664,0.03234962,-0.23718990
-458.48680665,0.03875851,-0.23718990
-458.38680666,0.04577776,-0.23786130
-458.28680666,0.05203406,-0.23682360
-458.18680667,0.05829035,-0.23706780
-458.08680667,0.06515702,-0.23731190
-457.98680668,0.07232887,-0.23676260
-457.88680669,0.07919553,-0.23725090
-457.78680669,0.08545183,-0.23688470
-457.68680670,0.09155553,-0.23590810
-457.58680670,0.09887997,-0.23633530
-457.48680671,0.10498370,-0.23578600
-457.38680672,0.11124000,-0.23615220
-457.28680672,0.11810660,-0.23541980
-457.18680673,0.12558370,-0.23517560
-457.08680673,0.13214520,-0.23523670
-456.98680674,0.13748590,-0.23523670
-456.88680675,0.14465770,-0.23493150
-456.78680675,0.15274510,-0.23487040
-456.68680676,0.15854370,-0.23572500
-456.58680676,0.16525770,-0.23487040
-456.48680677,0.17212440,-0.23560290
-456.38680677,0.17838070,-0.23462630
-456.28680678,0.18616290,-0.23389390
-456.18680679,0.19058810,-0.23487040
-456.08680679,0.19928590,-0.23383280
-455.98680680,0.20462660,-0.23413800
-455.88680680,0.21057770,-0.23413800
-455.78680681,0.21881770,-0.23371080
-455.68680682,0.22415850,-0.23407700
-455.58680682,0.23194070,-0.23310040
-455.48680683,0.23834960,-0.23371080
-455.38680683,0.24445330,-0.23371080
-455.28680684,0.25055700,-0.23297830
-455.18680685,0.25757620,-0.23267310
-455.08680685,0.26429030,-0.23249000
-454.98680686,0.27130960,-0.23194070
-454.88680686,0.27756580,-0.23206270
-454.78680687,0.28412730,-0.23120820
-454.68680688,0.29038360,-0.23139130
-454.58680688,0.29725030,-0.23206270
-454.48680689,0.30396430,-0.23053680
-454.38680689,0.30991550,-0.23096410
-454.28680690,0.31434070,-0.23114720
-454.18680691,0.32090210,-0.23096410
-454.08680691,0.32914210,-0.23059790
-453.98680692,0.33539840,-0.23023160
-453.88680692,0.34287550,-0.23023160
-453.78680693,0.34943690,-0.23004850
-453.68680694,0.35691400,-0.22968230
-453.58680694,0.36255990,-0.22943820
